time,message,logger,level
2025-04-29 10:33:17.8194,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8194,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8194,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8194,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8194,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8205,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8205,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8205,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8205,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8205,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8215,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8215,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8215,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8224,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8224,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8224,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8224,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8224,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8235,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8235,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8235,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8235,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8235,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8245,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8245,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8245,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8245,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8255,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8255,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8255,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
